ID,工作项类型,严重程度,标题,状态,负责人,截止日期,预估工时（小时）,已登记工时（小时）,剩余工时（小时）,重新打开-停留次数,创建者,创建时间,所属项目
#5569,缺陷,Major,ST[OWH]设备已经在工作时间之外下发指令开启GTOWH功能，不能触发输出灯亮,关闭,harper.kuang-HFSW,,0h,0h,0h,0,ida.li-HFST,2023/9/27 10:51,GV57CG
#3694,缺陷,Major,ST[GTBAS]WTH301的Accessory Append Mask不包含enhanced temp,关闭,harper.kuang-HFSW,,0h,0h,0h,1,tina.zhao-HFHW,2023/8/4 16:12,GV305CEU
#9536,子任务,,GV355CEU网站协议ASCII校对修改,已完成,harper.kuang-HFSW,,90h,45.5h,44.5h,,ernie.hu-HFSW,2024/1/30 9:14,Protocol_Dev
#10403,缺陷,Critical,ST[PROTOCOL]检查协议word文档，GTIDC有问题,关闭,ernie.hu-HFSW,,0h,0h,0h,0,reese.wang-HFST,2024/2/26 15:52,GV350CEU
#10096,任务,,GL33CG网站协议发布,未开始,ernie.hu-HFSW,,0h,0h,0h,,ernie.hu-HFSW,2024/2/6 15:01,Protocol_Dev
#10041,任务,,GV58LAU网站协议发布,未开始,ernie.hu-HFSW,,0h,0h,0h,,ernie.hu-HFSW,2024/2/5 14:35,Protocol_Dev
#10042,子任务,,GV58LAU_Config数据调试,未开始,ernie.hu-HFSW,,0h,0h,0h,,ernie.hu-HFSW,2024/2/5 14:35,Protocol_Dev
#10043,子任务,,GV58LAU_Config 添加Filter数据,未开始,ernie.hu-HFSW,,0h,0h,0h,,ernie.hu-HFSW,2024/2/5 14:35,Protocol_Dev
#10044,子任务,,GV58LAU_Config 添加Model数据,未开始,ernie.hu-HFSW,,0h,0h,0h,,ernie.hu-HFSW,2024/2/5 14:35,Protocol_Dev
#10045,子任务,,GV58LAU_Command校对+问题修改,未开始,ernie.hu-HFSW,,0h,0h,0h,,ernie.hu-HFSW,2024/2/5 14:35,Protocol_Dev
#10048,子任务,,GV58LAU_测试提出问题修改,未开始,ernie.hu-HFSW,,0h,0h,0h,,ernie.hu-HFSW,2024/2/5 14:35,Protocol_Dev
#10032,任务,,GV58CEU(CG)网站协议发布,未开始,ernie.hu-HFSW,,0h,0h,0h,,ernie.hu-HFSW,2024/2/5 14:32,Protocol_Dev
#10033,子任务,,GV58CEU(CG)_Config数据调试,未开始,ernie.hu-HFSW,,0h,0h,0h,,ernie.hu-HFSW,2024/2/5 14:32,Protocol_Dev
#10034,子任务,,GV58CEU(CG)_Config 添加Filter数据,未开始,ernie.hu-HFSW,,0h,0h,0h,,ernie.hu-HFSW,2024/2/5 14:32,Protocol_Dev
#10035,子任务,,GV58CEU(CG)_Config 添加Model数据,未开始,ernie.hu-HFSW,,0h,0h,0h,,ernie.hu-HFSW,2024/2/5 14:32,Protocol_Dev
#10036,子任务,,GV58CEU(CG)_Command校对+问题修改,未开始,ernie.hu-HFSW,,0h,0h,0h,,ernie.hu-HFSW,2024/2/5 14:32,Protocol_Dev
#10039,子任务,,GV58CEU(CG)_测试提出问题修改,未开始,ernie.hu-HFSW,,0h,0h,0h,,ernie.hu-HFSW,2024/2/5 14:32,Protocol_Dev
#9999,任务,,GV75LAU网站协议发布,未开始,ernie.hu-HFSW,,0h,0h,0h,,ernie.hu-HFSW,2024/2/5 14:23,Protocol_Dev
#10000,子任务,,GV75LAU_Config 数据调试,未开始,ernie.hu-HFSW,,0h,0h,0h,,ernie.hu-HFSW,2024/2/5 14:23,Protocol_Dev
#10001,子任务,,GV75LAU_Config 添加Filter数据,未开始,ernie.hu-HFSW,,0h,0h,0h,,ernie.hu-HFSW,2024/2/5 14:23,Protocol_Dev
#10002,子任务,,GV75LAU_Config 添加Model,未开始,ernie.hu-HFSW,,0h,0h,0h,,ernie.hu-HFSW,2024/2/5 14:23,Protocol_Dev
#10003,子任务,,GV75LAU_Command校对+问题修改,未开始,ernie.hu-HFSW,,0h,0h,0h,,ernie.hu-HFSW,2024/2/5 14:23,Protocol_Dev
#10006,子任务,,GV75LAU_测试提出问题修改,未开始,ernie.hu-HFSW,,0h,0h,0h,,ernie.hu-HFSW,2024/2/5 14:23,Protocol_Dev
#9669,任务,,rst_Upgrade目录创建,已完成,ernie.hu-HFSW,,0h,0h,0h,,ernie.hu-HFSW,2024/1/31 13:45,Protocol_Dev
#9668,任务,,rst目录调整,已完成,ernie.hu-HFSW,,8h,8h,0h,,ernie.hu-HFSW,2024/1/31 13:42,Protocol_Dev
#9646,任务,,GV350CEU网站协议发布,已完成,ernie.hu-HFSW,,108h,0h,108h,,ernie.hu-HFSW,2024/1/31 10:11,Protocol_Dev
#9647,子任务,,GV350CEU_Config调试抽取,已完成,ernie.hu-HFSW,,0h,0h,0h,,ernie.hu-HFSW,2024/1/31 10:11,Protocol_Dev
#9648,子任务,,GV350CEU_Config添加Filter列,已完成,ernie.hu-HFSW,,0h,0h,0h,,ernie.hu-HFSW,2024/1/31 10:11,Protocol_Dev
#9649,子任务,,GV350CEU_Config添加Model,已完成,ernie.hu-HFSW,,0h,0h,0h,,ernie.hu-HFSW,2024/1/31 10:11,Protocol_Dev
#9652,子任务,,GV350CEU_HEX校对+问题修改,已完成,ernie.hu-HFSW,,0h,0h,0h,,ernie.hu-HFSW,2024/1/31 10:11,Protocol_Dev
#9653,子任务,,GV350CEU网站协议测试校对问题修改,已完成,ernie.hu-HFSW,,0h,0h,0h,,ernie.hu-HFSW,2024/1/31 10:11,Protocol_Dev
#9654,子任务,,GV350CEU_Config同步主分支,已完成,ernie.hu-HFSW,,0h,6h,0h,,ernie.hu-HFSW,2024/1/31 10:11,Protocol_Dev
#9637,任务,,GV305CEU网站协议发布,已完成,ernie.hu-HFSW,,0h,0h,0h,,ernie.hu-HFSW,2024/1/31 9:55,Protocol_Dev
#9638,子任务,,GV305CEU_Config 文件调整,已完成,ernie.hu-HFSW,,0h,0h,0h,,ernie.hu-HFSW,2024/1/31 9:55,Protocol_Dev
#9639,子任务,,GV305CEU_Config添加Filter列,已完成,ernie.hu-HFSW,,0h,0h,0h,,ernie.hu-HFSW,2024/1/31 9:55,Protocol_Dev
#9640,子任务,,GV305CEU_Config添加Model,已完成,ernie.hu-HFSW,,0h,0h,0h,,ernie.hu-HFSW,2024/1/31 9:55,Protocol_Dev
#9644,子任务,,GV305CEU_HEX校对+问题修改,已完成,ernie.hu-HFSW,,0h,4h,0h,,ernie.hu-HFSW,2024/1/31 9:55,Protocol_Dev
#9645,子任务,,GV305CEU_Config同步,已完成,ernie.hu-HFSW,,0h,3.6h,0h,,ernie.hu-HFSW,2024/1/31 9:55,Protocol_Dev
#9774,子任务,,GV305CEU_针对测试提出问题修改,已完成,ernie.hu-HFSW,,0h,3.25h,0h,,ernie.hu-HFSW,2024/2/1 18:46,Protocol_Dev
#9793,子任务,,GV305CEU_网站协议更新到V5.02版本,已完成,ernie.hu-HFSW,,0h,0h,0h,,ernie.hu-HFSW,2024/2/2 10:35,Protocol_Dev
#9626,任务,,GB100CG网站协议发布,已完成,ernie.hu-HFSW,,63h,0h,63h,,ernie.hu-HFSW,2024/1/31 9:03,Protocol_Dev
#9627,子任务,,GB100CG_Config调试抽取,已完成,ernie.hu-HFSW,,0h,0h,0h,,ernie.hu-HFSW,2024/1/31 9:03,Protocol_Dev
#9630,子任务,,GB100CG_HEX校对+修改,已完成,ernie.hu-HFSW,,0h,0h,0h,,ernie.hu-HFSW,2024/1/31 9:03,Protocol_Dev
#9631,子任务,,GB100CG_Config同步主分支,已完成,ernie.hu-HFSW,,0h,0h,0h,,ernie.hu-HFSW,2024/1/31 9:03,Protocol_Dev
#9632,子任务,,GB100CG_Config添加Filter,已完成,ernie.hu-HFSW,,0h,0h,0h,,ernie.hu-HFSW,2024/1/31 9:04,Protocol_Dev
#9633,子任务,,GB100CG_Config添加Model,已完成,ernie.hu-HFSW,,0h,0h,0h,,ernie.hu-HFSW,2024/1/31 9:04,Protocol_Dev
#9672,子任务,,GB100CG_ASCII校对问题修改,已完成,ernie.hu-HFSW,,0h,0h,0h,,ernie.hu-HFSW,2024/1/31 14:11,Protocol_Dev
#9717,子任务,,GB100CG_就软测校对出的问题做修改,已完成,ernie.hu-HFSW,,0h,5h,0h,,ernie.hu-HFSW,2024/2/1 11:35,Protocol_Dev
#9552,任务,,ROOT网站协议发布,已完成,ernie.hu-HFSW,,45h,0h,45h,,ernie.hu-HFSW,2024/1/30 10:24,Protocol_Dev
#9553,子任务,,ROOT_Config调试抽取,已完成,ernie.hu-HFSW,2023/12/29,0h,0h,0h,,ernie.hu-HFSW,2024/1/30 10:24,Protocol_Dev
#9554,子任务,,ROOT网站协议_Command问题修改,已完成,ernie.hu-HFSW,2023/12/29,45h,0h,45h,,ernie.hu-HFSW,2024/1/30 10:24,Protocol_Dev
#9555,子任务,,ROOT网站协议_ASCII问题修改,已完成,ernie.hu-HFSW,,40h,0h,40h,,ernie.hu-HFSW,2024/1/30 10:24,Protocol_Dev
#9556,子任务,,ROOT网站协议_HEX问题修改,已完成,ernie.hu-HFSW,,45h,0h,45h,,ernie.hu-HFSW,2024/1/30 10:24,Protocol_Dev
#9557,子任务,,Marked_root中Mask参数添加Bit[]标签,已完成,ernie.hu-HFSW,,45h,0h,45h,,ernie.hu-HFSW,2024/1/30 10:24,Protocol_Dev
#9558,子任务,,基于基线版本命令_Mask参数校对,关闭,ernie.hu-HFSW,,45h,0h,45h,,ernie.hu-HFSW,2024/1/30 10:24,Protocol_Dev
#9560,子任务,,root_config添加Filter列,已完成,ernie.hu-HFSW,,0h,0h,0h,,ernie.hu-HFSW,2024/1/30 10:24,Protocol_Dev
#9561,子任务,,root_config添加Model标签,已完成,ernie.hu-HFSW,,0h,0h,0h,,ernie.hu-HFSW,2024/1/30 10:24,Protocol_Dev
#9546,任务,,GV500CG网站协议发布,已完成,ernie.hu-HFSW,,0h,0h,0h,,ernie.hu-HFSW,2024/1/30 9:56,Protocol_Dev
#9547,子任务,,GV500CG_Config调试抽取,已完成,ernie.hu-HFSW,,0h,0h,0h,,ernie.hu-HFSW,2024/1/30 9:56,Protocol_Dev
#9567,子任务,,Config_添加Filter列,已完成,ernie.hu-HFSW,,0h,0h,0h,,ernie.hu-HFSW,2024/1/30 11:23,Protocol_Dev
#9571,子任务,,GV500CG网站协议校对问题修改,已完成,ernie.hu-HFSW,,0h,0h,0h,,ernie.hu-HFSW,2024/1/30 11:43,Protocol_Dev
#9572,子任务,,Model标签添加,已完成,ernie.hu-HFSW,,0h,0h,0h,,ernie.hu-HFSW,2024/1/30 11:48,Protocol_Dev
#9539,任务,,GV310LAU网站协议发布,未开始,ernie.hu-HFSW,,0h,0h,0h,,ernie.hu-HFSW,2024/1/30 9:34,Protocol_Dev
#9540,子任务,,GV310LAU_Config调试抽取,未开始,ernie.hu-HFSW,,0h,0h,0h,,ernie.hu-HFSW,2024/1/30 9:34,Protocol_Dev
#9541,子任务,,GV310LAU网站协议Command校对,未开始,ernie.hu-HFSW,,0h,0h,0h,,ernie.hu-HFSW,2024/1/30 9:37,Protocol_Dev
#10050,子任务,,GV310LAU_Config添加Filter数据,未开始,ernie.hu-HFSW,,0h,0h,0h,,ernie.hu-HFSW,2024/2/5 14:37,Protocol_Dev
#10053,子任务,,GV310LAU_Config添加Model,未开始,ernie.hu-HFSW,,0h,0h,0h,,ernie.hu-HFSW,2024/2/5 14:38,Protocol_Dev
#9066,缺陷,Critical,ST[PROTOCOL]检查协议PDF文档，有问题,关闭,ernie.hu-HFSW,,0h,2.5h,0h,0,secret.wang-HFST,2024/1/16 17:16,GV500CG
#1639,任务,,Root协议源码开发,已完成,ernie.hu-HFSW,2024/2/2,816h,546h,270h,,evan.tu-HFSW,2023/6/8 13:17,Protocol_Dev
#10024,任务,,GV50CG网站协议发布,进行中,ernie.hu-HFSW,,0h,0h,0h,,ernie.hu-HFSW,2024/2/5 14:30,Protocol_Dev
#10031,子任务,,GV50CG_测试提出问题修改,未开始,ernie.hu-HFSW,,0h,0h,0h,,ernie.hu-HFSW,2024/2/5 14:30,Protocol_Dev
#10016,任务,,GV57CEU网站协议发布,进行中,ernie.hu-HFSW,2024/3/13,0h,0h,0h,,ernie.hu-HFSW,2024/2/5 14:29,Protocol_Dev
#10023,子任务,,GV57CEU_测试提出问题修改,未开始,ernie.hu-HFSW,,0h,0h,0h,,ernie.hu-HFSW,2024/2/5 14:29,Protocol_Dev
#10008,任务,,GV57CG网站协议发布,进行中,ernie.hu-HFSW,,0h,0h,0h,,ernie.hu-HFSW,2024/2/5 14:27,Protocol_Dev
#10009,子任务,,GV57CG_Config数据调试,已完成,ernie.hu-HFSW,,0h,11.5h,0h,,ernie.hu-HFSW,2024/2/5 14:27,Protocol_Dev
#10010,子任务,,GV57CG_Config 添加Filter数据,已完成,ernie.hu-HFSW,,0h,8.5h,0h,,ernie.hu-HFSW,2024/2/5 14:27,Protocol_Dev
#10011,子任务,,GV57CG_Config 添加Model数据,关闭,ernie.hu-HFSW,,0h,0h,0h,,ernie.hu-HFSW,2024/2/5 14:27,Protocol_Dev
#10015,子任务,,GV57CG测试提出问题修改,未开始,ernie.hu-HFSW,,0h,0h,0h,,ernie.hu-HFSW,2024/2/5 14:27,Protocol_Dev
#9529,任务,,GV355CEU网站协议发布,已完成,ernie.hu-HFSW,,0h,0h,0h,,ernie.hu-HFSW,2024/1/29 19:47,Protocol_Dev
#9530,子任务,,GV355CEU协议_HEX校对+问题修改,已完成,ernie.hu-HFSW,,0h,17.5h,0h,,ernie.hu-HFSW,2024/1/29 19:47,Protocol_Dev
#9533,子任务,,GV355CEU网站协议Command校对+修改,已完成,ernie.hu-HFSW,,0h,16.5h,0h,,ernie.hu-HFSW,2024/1/30 9:00,Protocol_Dev
#9535,子任务,,GV355CEU_Config文件调试抽取,已完成,ernie.hu-HFSW,,24h,16h,8h,,ernie.hu-HFSW,2024/1/30 9:09,Protocol_Dev
#10124,子任务,,GV355CEU_Filter列添加Mask最大值,已完成,ernie.hu-HFSW,,0h,10h,0h,,ernie.hu-HFSW,2024/2/18 9:08,Protocol_Dev
#10427,子任务,,GV355CEU_Config合并,已完成,ernie.hu-HFSW,,0h,6h,0h,,ernie.hu-HFSW,2024/2/27 11:09,Protocol_Dev
#10303,缺陷,Critical,ST[GTCIF]查询can配置版本号，ASCLL格式上报为空，HEX正常,关闭,elvin.shen-HFSW,,0h,0h,0h,0,reese.wang-HFST,2024/2/22 16:00,GV350CEU
#10269,缺陷,Major,ST[GTCLT]停止下发模拟数据后，GTCAN上报的为之前的数据，此时下发CLT依然可以触发CLT上报,关闭,elvin.shen-HFSW,,0h,0h,0h,0,reese.wang-HFST,2024/2/22 11:35,GV350CEU
#9835,缺陷,Critical,ST【GTCAN】HEX格式的GTCAN报文与协议不符合,关闭,elvin.shen-HFSW,,0h,0h,0h,0,drake.yao-HFST,2024/2/2 18:27,GV58CEU
#9831,缺陷,Critical,ST【GTCAN】CAN报文中不上报Battery Level,关闭,elvin.shen-HFSW,,0h,0h,0h,0,drake.yao-HFST,2024/2/2 18:06,GV58CEU
#9829,缺陷,Critical,ST【GTCAN】CAN 报文中DTC 数据不上报,关闭,elvin.shen-HFSW,,0h,0h,0h,0,drake.yao-HFST,2024/2/2 17:59,GV58CEU
#9828,缺陷,Major,ST【GTCAN】GTcan中的参数Service distance通过模拟命令下发为160km，报文中上报的参数值也带单位,关闭,elvin.shen-HFSW,,0h,0h,0h,0,drake.yao-HFST,2024/2/2 17:52,GV58CEU
#9752,缺陷,Major,ST[CAN]副串CAN连接成功后断开f副串CAN的电，再上电无法连接CAN，需重启设备,关闭,elvin.shen-HFSW,,0h,0h,0h,0,abel.xiang-HFST,2024/2/1 16:00,GV310LAU
#9592,缺陷,Normal,"ST[GTCFU]不关闭服务器时升级CAN需要2-3min,关闭服务器后升级需要7-8min",关闭,elvin.shen-HFSW,,0h,0h,0h,0,alisa.zong-HFST,2024/1/30 15:55,GV350CEU
#9590,缺陷,Major,ST[GTCFU&GTCAN]正常测试CAN相关功能过程出现一台设备CAN功能无法正常工作，CANBUS Device State为0,关闭,elvin.shen-HFSW,,0h,0h,0h,0,alisa.zong-HFST,2024/1/30 15:31,GV350CEU
#9585,缺陷,Major,ST[GTCFU]出现一台设备CFU升级CAN升级文件或者配置文件时间过长将近10分钟才升级成功,关闭,elvin.shen-HFSW,,0h,0h,0h,1,alisa.zong-HFST,2024/1/30 15:03,GV350CEU
#9494,缺陷,Critical,ST[GTCAN]GTCAN-HEX报文中Torque % Time位重复上报两次,关闭,elvin.shen-HFSW,,0h,0h,0h,0,alisa.zong-HFST,2024/1/29 10:50,GV355CEU_ADD
#9476,缺陷,Major,ST[GTCAN]车辆静止状态从点火到熄火，再次点火后Anticipate Fail Count+1,关闭,elvin.shen-HFSW,,0h,0h,0h,0,alisa.zong-HFST,2024/1/26 18:14,GV355CEU_ADD
#9431,缺陷,Major,ST[GTCAN]CAN Report Expansion Mask2默认值为3FFFFF，目前增加一个参数应该为7FFFFF,关闭,elvin.shen-HFSW,,0h,0h,0h,0,alisa.zong-HFST,2024/1/26 13:52,GV355CEU_ADD
#9393,缺陷,Critical,ST[GTCLT]Output Status范围为0-2，实际3也可以下发成功,关闭,elvin.shen-HFSW,,0h,0h,0h,1,reese.wang-HFST,2024/1/25 15:44,GV350CEU
#9365,缺陷,Critical,ST[GTCAN]Lower Rev Threshold参数下发任意数值后回读均为0,关闭,elvin.shen-HFSW,,0h,0h,0h,0,alisa.zong-HFST,2024/1/25 9:54,GV355CEU_ADD
#9364,缺陷,Critical,ST[GTCAN]模拟数据满足条件Anticipate Fail Count不计数,关闭,elvin.shen-HFSW,,0h,0h,0h,1,alisa.zong-HFST,2024/1/25 9:52,GV355CEU_ADD
#9345,缺陷,Major,ST[GTRTO-22]Car Model ID过大，RTO-22-1会设置Car model失败，读取ID依然为之前的值,关闭,elvin.shen-HFSW,,0h,0h,0h,0,reese.wang-HFST,2024/1/24 13:22,GV350CEU
#9321,缺陷,Critical,ST[GTCAN]GTCFG的ODO Enable为2，GTCAN中的GNSS Assisted Mode为2，GTCAN里面的Total Distance没有同步至定位报文的Mileage中，且Total Distance一直在累加，但是Mileage一直维持不变,关闭,elvin.shen-HFSW,,0h,0h,0h,0,reese.wang-HFST,2024/1/23 19:25,GV350CEU
#9301,缺陷,Major,ST[GTCAN]当所有MASK都只勾选单个bit位时，上报的MASK位数不一致,关闭,elvin.shen-HFSW,,0h,0h,0h,0,reese.wang-HFST,2024/1/23 14:14,GV350CEU
#9276,需求,,SW[CAN-GV355CEU] support new parameter <Anticipate Fail Count> [Addsecure],NO_RESPONSE,elvin.shen-HFSW,2024/1/31,0h,0h,0h,,penny.pei,2024/1/22 21:37,GV355CEU_ADD
#9195,缺陷,Major,ST[GTCAN]使能CAN功能后，第一条GTCAN报文也要等上报间隔到时才上报,关闭,elvin.shen-HFSW,,0h,0h,0h,0,reese.wang-HFST,2024/1/19 16:52,GV350CEU
#9178,缺陷,Critical,ST[GTRTO]RTO-22中<CAN Module Operation Mode>范围为0-4，实际5也可以下发成功,关闭,elvin.shen-HFSW,,0h,0h,0h,0,reese.wang-HFST,2024/1/19 13:50,GV350CEU
#9172,需求,,SW[CAN-GV355CEU]support to set a bottom and top RPM[Addsecure],NO_RESPONSE,elvin.shen-HFSW,2024/1/29,0h,0h,0h,,penny.pei,2024/1/19 11:40,GV355CEU_ADD
#9015,缺陷,Major,ST[GTCAN]<Tachograph Vehicle Motion Signal>上报异常,关闭,elvin.shen-HFSW,,0h,0h,0h,0,reese.wang-HFST,2024/1/15 15:45,GV350CEU
#9012,需求,,SW[CAN-GV58CEU] support electrical vehicle CAN parameters [Monito],NO_RESPONSE,elvin.shen-HFSW,2024/2/4,0h,0h,0h,,penny.pei,2024/1/15 15:16,GV58CEU
#8637,缺陷,Critical,ST[GTCAN]RTO-22-4任意MASK均可以清零CAN Report Expansion Mask2中所有参数，与协议不符,待处理,elvin.shen-HFSW,,0h,0h,0h,0,alisa.zong-HFST,2024/1/5 9:03,GV355CEU_ADD
#8626,缺陷,Critical,ST[GTCAN]ODO Offset影响了Motion Distance的上报数值,关闭,elvin.shen-HFSW,,0h,0h,0h,0,alisa.zong-HFST,2024/1/4 17:22,GV355CEU_ADD
#8624,缺陷,Major,ST[GTCAN]Motion Distance目前与Trip ODO上报相同的数值，请确认两者的区别,关闭,elvin.shen-HFSW,,0h,0h,0h,0,alisa.zong-HFST,2024/1/4 17:18,GV355CEU_ADD
#8597,缺陷,Major,ST[CLT]首次触发CLT输出灯亮概率性报文中输出状态还是0,关闭,elvin.shen-HFSW,,0h,0h,0h,0,nina.du-HFST,2024/1/4 13:56,GV305CEU
#8570,缺陷,Major,ST[GTRTO-2]当单独查询CLT时，必须会选择Index，这样就无法单独查询CLT的所有配置了，建议Index可以置空,关闭,elvin.shen-HFSW,,0h,0h,0h,0,reese.wang-HFST,2024/1/3 16:42,GV350CEU
#8549,缺陷,Critical,ST[ALM]当RTO-2中<Format Version>勾选为0时，上报的ALM报文中Format Version上报为空，与协议不符合,关闭,elvin.shen-HFSW,,0h,1h,0h,0,reese.wang-HFST,2024/1/3 12:01,GV350CEU
#8471,缺陷,Critical,ST[GTCAN]速度为0，Engine RPM从900变为500再变回900后，Idling Time没有继续计时，速度变化也是如此,关闭,elvin.shen-HFSW,,0h,0h,0h,0,alisa.zong-HFST,2023/12/29 11:34,GV355CEU_ADD
#8435,缺陷,Critical,ST[GTCAN]场测测试过程中下发GTRTO-22-4后数据大部分变为负值,关闭,elvin.shen-HFSW,,0h,0h,0h,0,alisa.zong-HFST,2023/12/28 15:53,GV355CEU_ADD
#8406,缺陷,Critical,ST[GTCAN]Engine RPM小于设置的阈值Over Rev Threshold也会计时,关闭,elvin.shen-HFSW,,0h,0h,0h,0,alisa.zong-HFST,2023/12/28 10:41,GV355CEU_ADD
#8301,任务,,GTCAN 命令中<Total Fuel Used> 与 <Total Idle Fuel Used> 参数解释修正,已完成,elvin.shen-HFSW,,0h,2.5h,0h,,elvin.shen-HFSW,2023/12/26 11:47,SW_APP
#8190,缺陷,Critical,ST[GTCAN]Coasting Time与Coasting Distanc使用模拟数据满足条件后Coasting Time数值不变，Coasting Distanc数值为空,关闭,elvin.shen-HFSW,,0h,0h,0h,1,alisa.zong-HFST,2023/12/22 11:54,GV355CEU_ADD
#8113,缺陷,Critical,ST[GTCAN]正常行驶过程中切换GTCAN配置，切换后前几条报文中部分数值均有降低,待处理,elvin.shen-HFSW,,0h,0h,0h,0,alisa.zong-HFST,2023/12/21 11:34,GV355CEU_ADD
#8105,缺陷,Critical,ST[GTCAN]正常行驶过程中Total Brake Applications数值会减少,关闭,elvin.shen-HFSW,,0h,0h,0h,0,alisa.zong-HFST,2023/12/21 11:04,GV355CEU_ADD
#8093,缺陷,Major,ST[GTCAN]下发RTO-22-4后返回ACK后GTCAN中的数据没有立马被清除，过十几秒数据才被清除,关闭,elvin.shen-HFSW,,0h,0h,0h,0,alisa.zong-HFST,2023/12/21 10:02,GV355CEU_ADD
#8068,缺陷,Major,ST[协议问题]3.3.4.Event Report缺少BAA、BAR、BID的报文说明,关闭,elvin.shen-HFSW,,0h,0h,0h,0,reese.wang-HFST,2023/12/20 17:00,GV350CEU
#7993,需求,,SW[CAN-GV355CEU]Support BYD EV400 bus,关闭,elvin.shen-HFSW,,0h,0h,0h,,wayne.song,2023/12/19 11:57,GV355CEU
#7909,需求,,SW[BB-GV350CEU] Query CANBUS Alarm by Group ID [MAGTEC],NO_FEEDBACK,elvin.shen-HFSW,2024/1/5,0h,8h,0h,,oliver.lu,2023/12/15 14:35,GV350CEU
#7858,FAE_BUG,,GV350CEU FW 03.08 - GPS issues,NO_FEEDBACK,elvin.shen-HFSW,,0h,0h,0h,,krepusic,2023/12/14 18:27,GV350CEU_WFS
#7700,任务,,BLE BLUENRG345 BB和BLE SPI通信优化同步任务,已完成,elvin.shen-HFSW,2023/12/31,0h,22.5h,0h,,rmyh.hong-HFSW,2023/12/11 15:40,SW_APP
#7674,FAE_BUG,,SW[GV310LAU_R02A04V10] CAN Click and ACL050 discrepancy [Hunter Perú],RESOLVED,elvin.shen-HFSW,,0h,0h,0h,,felipe.mendez,2023/12/9 4:27,GV310LAU
#7603,需求,,SW[BB-GV350CEU]CAN BUS information display,NO_FEEDBACK,elvin.shen-HFSW,2023/12/22,0h,6h,0h,,shoey.fu,2023/12/7 17:07,GV350CEU
#7065,缺陷,Major,ST[CLT]CLT触发输出灯亮但概率性报文中输出状态还是0,关闭,elvin.shen-HFSW,,0h,2h,0h,3,dale.liang-HFST,2023/11/22 10:52,GV58CEU
#6485,需求,,[BB-GV355CEU_MOB]Mobiliz require GV355CEU_MOB firmware version[Mobiliz],NO_FEEDBACK,elvin.shen-HFSW,2023/12/29,0h,0h,0h,,dylan.bai,2023/11/1 15:11,GV355CEU_MOB
#6442,缺陷,Major,ST[GTCLT] HEX上报，上报的CLT报文中Digital Output Status与DOS报文中Digital Output Status不一致,关闭,elvin.shen-HFSW,,0h,0h,0h,0,zoe.tan-HFST,2023/10/31 16:32,GV305CEU
#6438,缺陷,Major,ST[GTCLT]设置不同id触发CLT报文上报，输出灯状态Reset之前的，只响应最新的,关闭,elvin.shen-HFSW,,0h,0h,0h,0,zoe.tan-HFST,2023/10/31 16:14,GV305CEU
#6233,PROTOCOL,,Added type6 and type7 to <Command Type> in AT+GTDAT command.,已完成,elvin.shen-HFSW,,0h,0h,0h,,elvin.shen-HFSW,2023/10/25 15:19,GV350CEU_WFS
#6100,PROTOCOL,,Added Bit3 and Bit6 to <Erased Counters Mask> in AT+GTRTO command.,已完成,elvin.shen-HFSW,,0h,0h,0h,,elvin.shen-HFSW,2023/10/20 13:27,GV350CEU
#5609,PROTOCOL,,GTFTP命令修改<Full Name>参数解释,已完成,elvin.shen-HFSW,,0h,0h,0h,,elvin.shen-HFSW,2023/9/27 19:06,SW_APP
#5315,缺陷,Critical,ST[GTCAN]升级配置文件成功后点熄火多次，can芯片异常，2s慢闪,关闭,elvin.shen-HFSW,,0h,0h,0h,0,reese.wang-HFST,2023/9/19 17:13,GV350CEU
#4901,缺陷,Major,ST[CAN]蓝牙CAN3.X版本升级需要70多分钟建议优化,关闭,elvin.shen-HFSW,,0h,0h,0h,0,ida.li-HFST,2023/9/7 16:22,GV58CEU
#4880,缺陷,Major,ST[CAN] 升级BLE3.0版本概率性升级失败，且升级时间过长需要约1h,关闭,elvin.shen-HFSW,,0h,0h,0h,0,diana.ye-HFST,2023/9/7 13:22,GV310LAU
#4722,任务,,关于GV350CEU和GV355CEU的CAN固件更新和维护,进行中,elvin.shen-HFSW,,0h,0h,0h,,willie.liu-HFPM,2023/9/4 15:36,QCM100
#2888,需求,,REQUIREMENT #70115  Add_secure for GV350CEU custom firmware version with added CAN reading options,NO_FEEDBACK,elvin.shen-HFSW,2024/1/4,240h,148h,92h,,elvin.shen-HFSW,2023/7/14 10:52,GV355CEU_ADD
#2727,任务,,更方便的TTR集成方案,进行中,elvin.shen-HFSW,,0h,16h,0h,,john.wang-HFSW,2023/7/11 18:11,GV355CEU
#2153,缺陷,Critical,ST[GTCAN]正常测试过程中出现两台设备CAN功能无法正常工作，CANBUS Device State为0,验证中,elvin.shen-HFSW,,1h,1h,0h,1,leon.zhou-HFST,2023/6/25 13:55,GV355CEU
#10331,缺陷,Critical,ST[BID]设备静止，下发Mfr Num为010203040506，MAC list为空，Detect Mode=1，设备动，不能开始扫描,关闭,claire.liu-HFSW,,0h,0h,0h,0,anna.kong-HFST,2024/2/23 10:46,GV305CEU_GEOD
